date,departments,daily_visits,daily_admissions,admission_rate,patient_days,daily_discharge,wait_time,daily_revenue,ctf_daily,daily_profit,ctp_daily,beds_in_use,total_beds,occupancy_rate,daily_readmission,readmission_rate,bed_turnover,employee_count,employee_resign,employee_turnover,equip_count,equip_use,staff_patient_ratio,refer_reason,doctor_id,day_of_week
2024-01-03,obgyn,23,23,1.0,21,7,28,0,0,0,0,10,64,0.16,2,0.06,0.4,18,0,0.0,31,0.9,1:3,Chronic Illness,OBG12,Wednesday
2024-01-04,cardio,34,6,0.18,50,1,25,0,0,0,0,8,15,0.53,0,0.07,0.4,18,1,0.06,30,0.7,1:2,Imaging,CAR3,Thursday
2024-01-05,orthopedic,37,37,1.0,44,2,0,0,0,0,0,16,56,0.29,0,0.08,0.7,15,0,0.0,40,1.0,1:3,Accident,ORT14,Friday
2024-01-06,neurology,31,0,0.0,72,28,0,0,0,0,0,6,28,0.21,2,0.05,0.0,15,1,0.07,41,0.7,1:2,Cancer,NEU10,Saturday
2024-01-07,oncology,15,15,1.0,60,14,40,0,0,0,0,14,45,0.31,3,0.09,0.3,17,1,0.06,13,0.9,1:4,Joint Issues,ONC13,Sunday
2024-01-08,radiology,15,0,0.0,0,0,0,13529,0,13512,0,0,0,0.0,0,0.0,0.0,0,0,0.0,53,0.8,1:2,0,RAD20,Monday
2024-01-09,pathology,20,0,0.0,0,0,0,14626,0,14612,0,0,0,0.0,0,0.0,0.0,0,0,0.0,45,0.8,1:3,0,PAT15,Tuesday
2024-01-10,anesthesiology,31,0,0.0,0,0,0,10258,0,10247,0,0,0,0.0,0,0.0,0.0,0,0,0.0,24,0.8,1:1,0,ANE2,Wednesday
2024-01-11,icu,23,6,0.26,144,10,34,0,0,0,0,21,37,0.57,1,0.02,0.2,11,1,0.09,27,0.9,1:3,Nervous System,ICU5,Thursday
2024-01-12,psychiatry,14,0,0.0,82,16,40,0,0,0,0,10,16,0.62,1,0.05,0.0,14,1,0.07,30,0.9,1:4,Cardiac Issues,PSY19,Friday
2024-01-13,physical_therapy,45,0,0.0,0,7,0,11553,0,11545,0,44,44,1.0,0,0.0,0.0,12,1,0.08,19,0.7,1:1,0,PHY18,Saturday
2024-01-14,resp_therapy,36,0,0.0,0,17,0,1275,0,1265,0,61,70,0.87,0,0.0,0.0,11,0,0.0,28,0.6,1:3,0,RES21,Sunday
2024-01-15,nutrition_diet,33,0,0.0,0,0,0,4454,0,4441,0,0,0,0.0,0,0.0,0.0,15,0,0.0,0,0.0,1:3,0,NUT11,Monday
2024-01-16,pharmacy,16,0,0.0,0,0,0,1230,0,1227,0,0,0,0.0,0,0.0,0.0,0,0,0.0,45,0.9,1:3,0,PHA17,Tuesday
2024-01-17,laboratory,18,0,0.0,0,0,0,12297,0,12291,0,0,0,0.0,0,0.0,0.0,0,0,0.0,12,0.8,1:3,0,LAB8,Wednesday
2024-01-18,infection_control,42,0,0.0,0,21,0,0,0,0,0,0,0,1.0,1,0.04,0.0,0,0,0.0,0,0.0,1:3,0,INF6,Thursday
2024-01-19,medical_records,49,0,0.0,0,0,0,3675,0,3666,0,0,0,0.0,0,0.0,0.0,12,1,0.08,0,0.0,1:1,0,MED9,Friday
2024-01-20,admin,13,0,0.0,0,0,0,18549,0,18536,0,0,0,0.0,0,0.0,0.0,11,1,0.09,0,0.0,1:1,0,ADM1,Saturday
2024-01-21,security,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,17,1,0.06,0,0.0,0,0,SEC22,Sunday
2024-01-22,emergency,43,5,0.12,0,38,29,0,0,0,0,33,76,0.43,0,0.0,0.0,11,0,0.0,17,0.9,1:1,Imaging,EME4,Monday
2024-01-23,internal_med,26,0,0.0,115,13,24,0,0,0,0,13,13,1.0,1,0.0,0.0,12,1,0.08,25,0.7,1:4,Breathing Disorders,INT7,Tuesday
2024-01-24,surgery,0,0,0.0,121,25,0,10536,0,10521,0,27,48,0.56,1,0.14,0.0,18,1,0.06,25,0.6,1:2,Cardiac Issues,SUR23,Wednesday
2024-01-25,pediatric,37,0,0.0,141,36,46,0,0,0,0,64,71,0.9,0,0.13,0.0,12,0,0.0,14,0.8,1:3,Elective Procedure,PED16,Thursday
2024-01-26,obgyn,22,22,1.0,20,9,6,0,0,0,0,11,64,0.17,3,0.18,0.3,14,1,0.07,46,0.6,1:4,Rehabilitation,OBG12,Friday
2024-01-27,cardio,15,0,0.0,103,39,55,0,0,0,0,38,64,0.59,2,0.19,0.0,12,0,0.0,24,0.9,1:4,Breathing Disorders,CAR3,Saturday
2024-01-28,orthopedic,23,0,0.0,88,23,0,0,0,0,0,23,23,1.0,3,0.08,0.0,15,0,0.0,53,0.8,1:3,Breathing Disorders,ORT14,Sunday
2024-01-29,neurology,41,12,0.29,127,3,0,0,0,0,0,29,44,0.66,4,0.12,0.3,12,0,0.0,11,0.7,1:4,Breathing Disorders,NEU10,Monday
2024-01-30,oncology,20,0,0.0,147,20,34,0,0,0,0,9,20,0.45,2,0.13,0.0,14,0,0.0,29,0.9,1:2,Mental Health,ONC13,Tuesday
2024-01-31,radiology,46,0,0.0,0,0,0,14935,0,14916,0,0,0,0.0,0,0.0,0.0,0,0,0.0,20,0.8,1:1,0,RAD20,Wednesday
2024-02-01,pathology,18,0,0.0,0,0,0,4503,0,4497,0,0,0,0.0,0,0.0,0.0,0,0,0.0,51,0.9,1:1,0,PAT15,Thursday
2024-02-02,anesthesiology,12,0,0.0,0,0,0,4394,0,4377,0,0,0,0.0,0,0.0,0.0,0,0,0.0,24,0.8,1:4,0,ANE2,Friday
2024-02-03,icu,12,0,0.0,90,23,52,0,0,0,0,34,38,0.89,2,0.08,0.0,17,1,0.06,33,0.9,1:1,Joint Issues,ICU5,Saturday
2024-02-04,psychiatry,29,0,0.0,42,33,51,0,0,0,0,54,58,0.93,2,0.15,0.0,19,1,0.05,20,0.6,1:1,Cardiac Issues,PSY19,Sunday
2024-02-05,physical_therapy,21,0,1.0,0,18,0,1743,0,1726,0,11,55,0.2,0,0.0,0.0,13,1,0.08,17,0.7,1:3,0,PHY18,Monday
2024-02-06,resp_therapy,38,0,0.47,0,12,0,13197,0,13188,0,34,64,0.53,0,0.0,0.0,13,1,0.08,16,0.5,1:2,0,RES21,Tuesday
2024-02-07,nutrition_diet,34,0,0.0,0,0,0,7189,0,7176,0,0,0,0.0,0,0.0,0.0,14,0,0.0,0,0.0,1:3,0,NUT11,Wednesday
2024-02-08,pharmacy,28,0,0.0,0,0,0,5140,0,5136,0,0,0,0.0,0,0.0,0.0,0,0,0.0,17,0.6,1:2,0,PHA17,Thursday
2024-02-09,laboratory,8,0,0.0,0,0,0,17730,0,17712,0,0,0,0.0,0,0.0,0.0,0,0,0.0,42,0.8,1:3,0,LAB8,Friday
2024-02-10,infection_control,5,0,0.0,0,36,0,0,0,0,0,0,0,0.81,1,0.17,0.0,0,0,0.0,0,0.0,1:4,0,INF6,Saturday
2024-02-11,medical_records,22,0,0.0,0,0,0,14704,0,14686,0,0,0,0.0,0,0.0,0.0,10,1,0.1,0,0.0,1:4,0,MED9,Sunday
2024-02-12,admin,30,0,0.0,0,0,0,9188,0,9177,0,0,0,0.0,0,0.0,0.0,16,1,0.06,0,0.0,1:1,0,ADM1,Monday
2024-02-13,security,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,16,0,0.0,0,0.0,0,0,SEC22,Tuesday
2024-02-14,emergency,25,0,0.0,0,22,36,0,0,0,0,41,41,1.0,0,0.0,0.0,12,1,0.08,33,0.9,1:1,Accident,EME4,Wednesday
2024-02-15,internal_med,12,0,0.0,125,12,16,0,0,0,0,16,16,1.0,0,0.07,0.0,17,0,0.0,23,0.7,1:4,Critical Care,INT7,Thursday
2024-02-16,surgery,0,0,0.0,149,31,0,8421,0,8414,0,44,51,0.86,3,0.14,0.0,13,1,0.08,39,1.0,1:4,Nervous System,SUR23,Friday
2024-02-17,pediatric,32,5,0.16,11,8,52,0,0,0,0,35,48,0.73,3,0.14,0.1,11,0,0.0,45,0.7,1:4,Prenatal,PED16,Saturday
2024-02-18,obgyn,11,11,1.0,18,6,29,0,0,0,0,33,74,0.45,4,0.15,0.1,11,1,0.09,35,0.7,1:3,Critical Care,OBG12,Sunday
2024-02-19,cardio,20,0,0.0,121,18,18,0,0,0,0,5,18,0.28,0,0.08,0.0,16,1,0.06,13,0.6,1:4,Pre/Post Surgery,CAR3,Monday
2024-02-20,orthopedic,25,4,0.16,45,7,0,0,0,0,0,29,40,0.72,4,0.01,0.1,13,0,0.0,29,0.7,1:2,Chronic Illness,ORT14,Tuesday
2024-02-21,neurology,32,0,0.0,91,6,0,0,0,0,0,37,37,1.0,0,0.06,0.0,16,1,0.06,52,0.8,1:2,Prenatal,NEU10,Wednesday
2024-02-22,oncology,11,0,0.0,30,35,15,0,0,0,0,23,47,0.49,0,0.2,0.0,18,1,0.06,37,0.5,1:1,Nervous System,ONC13,Thursday
2024-02-23,radiology,5,0,0.0,0,0,0,7574,0,7564,0,0,0,0.0,0,0.0,0.0,0,0,0.0,29,0.7,1:4,0,RAD20,Friday
2024-02-24,pathology,5,0,0.0,0,0,0,12245,0,12234,0,0,0,0.0,0,0.0,0.0,0,0,0.0,49,0.7,1:1,0,PAT15,Saturday
2024-02-25,anesthesiology,49,0,0.0,0,0,0,12780,0,12767,0,0,0,0.0,0,0.0,0.0,0,0,0.0,14,0.7,1:1,0,ANE2,Sunday
2024-02-26,icu,10,0,0.0,39,20,55,0,0,0,0,59,75,0.79,4,0.04,0.0,13,0,0.0,56,0.5,1:4,Nervous System,ICU5,Monday
2024-02-27,psychiatry,33,0,0.0,62,1,52,0,0,0,0,35,35,1.0,2,0.13,0.0,11,0,0.0,41,0.8,1:3,Rehabilitation,PSY19,Tuesday
2024-02-28,physical_therapy,32,0,0.0,0,9,0,15491,0,15476,0,30,30,1.0,0,0.0,0.0,11,0,0.0,15,0.6,1:1,0,PHY18,Wednesday
2024-02-29,resp_therapy,27,0,1.0,0,16,0,15164,0,15149,0,12,72,0.17,0,0.0,0.0,13,0,0.0,24,0.5,1:1,0,RES21,Thursday
2024-03-01,nutrition_diet,42,0,0.0,0,0,0,2389,0,2376,0,0,0,0.0,0,0.0,0.0,14,1,0.07,0,0.0,1:3,0,NUT11,Friday
2024-03-02,pharmacy,10,0,0.0,0,0,0,18238,0,18226,0,0,0,0.0,0,0.0,0.0,0,0,0.0,11,0.7,1:4,0,PHA17,Saturday
2024-03-03,laboratory,20,0,0.0,0,0,0,16443,0,16438,0,0,0,0.0,0,0.0,0.0,0,0,0.0,40,0.7,1:2,0,LAB8,Sunday
2024-03-04,infection_control,23,0,0.0,0,13,0,0,0,0,0,0,0,1.0,2,0.17,0.0,0,0,0.0,0,0.0,1:2,0,INF6,Monday
2024-03-05,medical_records,45,0,0.0,0,0,0,2577,0,2567,0,0,0,0.0,0,0.0,0.0,16,0,0.0,0,0.0,1:2,0,MED9,Tuesday
2024-03-06,admin,25,0,0.0,0,0,0,11753,0,11738,0,0,0,0.0,0,0.0,0.0,17,0,0.0,0,0.0,1:3,0,ADM1,Wednesday
2024-03-07,security,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,16,1,0.06,0,0.0,0,0,SEC22,Thursday
2024-03-08,emergency,29,0,0.0,0,24,44,0,0,0,0,15,24,0.62,0,0.0,0.0,19,1,0.05,41,0.6,1:4,Chronic Illness,EME4,Friday
2024-03-09,internal_med,35,0,0.0,96,6,31,0,0,0,0,22,22,1.0,4,0.01,0.0,15,1,0.07,12,0.7,1:4,Lab Tests,INT7,Saturday
2024-03-10,surgery,0,0,0.0,52,23,0,17620,0,17607,0,47,51,0.92,0,0.15,0.0,14,0,0.0,48,0.6,1:3,Imaging,SUR23,Sunday
2024-03-11,pediatric,10,0,0.0,29,37,42,0,0,0,0,20,37,0.54,3,0.04,0.0,13,0,0.0,45,0.8,1:1,Child Health,PED16,Monday
2024-03-12,obgyn,10,0,0.0,58,11,15,0,0,0,0,28,28,1.0,3,0.0,0.0,10,0,0.0,46,0.7,1:2,Elective Procedure,OBG12,Tuesday
2024-03-13,cardio,15,15,1.0,22,16,50,0,0,0,0,5,65,0.08,3,0.19,0.2,18,0,0.0,26,0.5,1:3,Breathing Disorders,CAR3,Wednesday
2024-03-14,orthopedic,5,0,0.0,67,13,0,0,0,0,0,13,13,1.0,1,0.16,0.0,18,0,0.0,18,0.5,1:4,Joint Issues,ORT14,Thursday
2024-03-15,neurology,38,0,0.0,61,33,0,0,0,0,0,43,43,1.0,4,0.2,0.0,19,0,0.0,59,1.0,1:1,Cancer,NEU10,Friday
2024-03-16,oncology,43,0,0.0,64,4,26,0,0,0,0,28,28,1.0,0,0.17,0.0,16,0,0.0,19,0.9,1:2,Joint Issues,ONC13,Saturday
2024-03-17,radiology,25,0,0.0,0,0,0,7534,0,7527,0,0,0,0.0,0,0.0,0.0,0,0,0.0,46,0.7,1:4,0,RAD20,Sunday
2024-03-18,pathology,19,0,0.0,0,0,0,10618,0,10599,0,0,0,0.0,0,0.0,0.0,0,0,0.0,43,0.9,1:2,0,PAT15,Monday
2024-03-19,anesthesiology,33,0,0.0,0,0,0,3062,0,3054,0,0,0,0.0,0,0.0,0.0,0,0,0.0,28,0.9,1:1,0,ANE2,Tuesday
2024-03-20,icu,47,6,0.13,129,20,47,0,0,0,0,39,65,0.6,4,0.05,0.1,16,0,0.0,43,0.7,1:4,Accident,ICU5,Wednesday
2024-03-21,psychiatry,33,0,0.0,148,11,18,0,0,0,0,46,56,0.82,3,0.13,0.0,16,1,0.06,29,0.7,1:1,Rehabilitation,PSY19,Thursday
2024-03-22,physical_therapy,26,0,0.0,0,16,0,10991,0,10979,0,25,30,0.83,0,0.0,0.0,14,1,0.07,44,0.5,1:4,0,PHY18,Friday
2024-03-23,resp_therapy,19,0,0.0,0,4,0,8189,0,8182,0,46,46,1.0,0,0.0,0.0,12,0,0.0,27,1.0,1:1,0,RES21,Saturday
2024-03-24,nutrition_diet,5,0,0.0,0,0,0,15071,0,15068,0,0,0,0.0,0,0.0,0.0,17,1,0.06,0,0.0,1:1,0,NUT11,Sunday
2024-03-25,pharmacy,36,0,0.0,0,0,0,13326,0,13315,0,0,0,0.0,0,0.0,0.0,0,0,0.0,53,0.6,1:3,0,PHA17,Monday
2024-03-26,laboratory,26,0,0.0,0,0,0,7610,0,7605,0,0,0,0.0,0,0.0,0.0,0,0,0.0,13,0.8,1:4,0,LAB8,Tuesday
2024-03-27,infection_control,17,0,0.94,0,32,0,0,0,0,0,0,0,0.31,0,0.06,0.0,0,0,0.0,0,0.0,1:2,0,INF6,Wednesday
2024-03-28,medical_records,15,0,0.0,0,0,0,16255,0,16237,0,0,0,0.0,0,0.0,0.0,13,1,0.08,0,0.0,1:1,0,MED9,Thursday
2024-03-29,admin,25,0,0.0,0,0,0,1301,0,1289,0,0,0,0.0,0,0.0,0.0,15,0,0.0,0,0.0,1:4,0,ADM1,Friday
2024-03-30,security,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,14,1,0.07,0,0.0,0,0,SEC22,Saturday
2024-03-31,emergency,44,3,0.07,0,4,53,0,0,0,0,49,56,0.88,0,0.0,0.0,16,1,0.06,14,0.7,1:2,Chronic Illness,EME4,Sunday
2024-04-01,internal_med,48,0,0.0,139,11,39,0,0,0,0,29,29,1.0,3,0.13,0.0,11,1,0.09,29,1.0,1:3,Imaging,INT7,Monday
2024-04-02,surgery,0,25,1.0,130,15,0,3370,0,3356,0,29,77,0.38,3,0.02,0.3,13,0,0.0,28,0.5,1:1,Cardiac Issues,SUR23,Tuesday
2024-04-03,pediatric,20,0,0.0,36,30,56,0,0,0,0,18,40,0.45,4,0.0,0.0,16,1,0.06,17,0.5,1:3,Rehabilitation,PED16,Wednesday
2024-04-04,obgyn,20,0,0.0,17,12,59,0,0,0,0,47,57,0.82,1,0.01,0.0,14,1,0.07,36,0.8,1:3,Nervous System,OBG12,Thursday
2024-04-05,cardio,30,0,0.0,141,1,44,0,0,0,0,42,42,1.0,3,0.11,0.0,13,1,0.08,25,0.8,1:1,Prenatal,CAR3,Friday
2024-04-06,orthopedic,7,7,1.0,73,2,0,0,0,0,0,49,64,0.77,3,0.09,0.1,11,0,0.0,28,0.8,1:1,Accident,ORT14,Saturday
2024-04-07,neurology,23,0,0.0,47,16,0,0,0,0,0,16,16,1.0,4,0.11,0.0,14,1,0.07,53,0.7,1:1,Cancer,NEU10,Sunday
2024-04-08,oncology,36,7,0.19,130,34,13,0,0,0,0,28,69,0.41,0,0.02,0.1,18,0,0.0,41,0.8,1:4,Child Health,ONC13,Monday
2024-04-09,radiology,14,0,0.0,0,0,0,16165,0,16158,0,0,0,0.0,0,0.0,0.0,0,0,0.0,28,0.6,1:2,0,RAD20,Tuesday
2024-01-01,pathology,20,0,0.0,0,0,0,18702,0,18695,0,0,0,0.0,0,0.0,0.0,0,0,0.0,12,0.9,1:1,0,PAT15,Monday
2024-01-02,anesthesiology,17,0,0.0,0,0,0,9068,0,9049,0,0,0,0.0,0,0.0,0.0,0,0,0.0,45,0.6,1:1,0,ANE2,Tuesday
2024-01-03,icu,17,9,0.53,53,22,19,0,0,0,0,9,40,0.22,4,0.07,0.2,18,0,0.0,37,0.6,1:4,Breathing Disorders,ICU5,Wednesday
2024-01-04,psychiatry,35,0,0.0,34,13,57,0,0,0,0,13,13,1.0,2,0.15,0.0,18,1,0.06,17,0.8,1:2,Mental Health,PSY19,Thursday
2024-01-05,physical_therapy,42,0,0.02,0,12,0,12733,0,12721,0,66,79,0.84,0,0.0,0.0,15,0,0.0,11,0.6,1:1,0,PHY18,Friday
2024-01-06,resp_therapy,11,0,1.0,0,14,0,12434,0,12422,0,45,72,0.62,0,0.0,0.0,15,1,0.07,24,0.6,1:4,0,RES21,Saturday
2024-01-07,nutrition_diet,22,0,0.0,0,0,0,18884,0,18868,0,0,0,0.0,0,0.0,0.0,17,1,0.06,0,0.0,1:2,0,NUT11,Sunday
2024-01-08,pharmacy,10,0,0.0,0,0,0,19177,0,19171,0,0,0,0.0,0,0.0,0.0,0,0,0.0,51,0.9,1:1,0,PHA17,Monday
2024-01-09,laboratory,44,0,0.0,0,0,0,14928,0,14921,0,0,0,0.0,0,0.0,0.0,0,0,0.0,20,0.6,1:4,0,LAB8,Tuesday
2024-01-10,infection_control,41,0,0.0,0,8,0,0,0,0,0,0,0,1.0,2,0.13,0.0,0,0,0.0,0,0.0,1:4,0,INF6,Wednesday
2024-01-11,medical_records,43,0,0.0,0,0,0,11180,0,11166,0,0,0,0.0,0,0.0,0.0,11,1,0.09,0,0.0,1:4,0,MED9,Thursday
2024-01-12,admin,7,0,0.0,0,0,0,2406,0,2397,0,0,0,0.0,0,0.0,0.0,14,1,0.07,0,0.0,1:3,0,ADM1,Friday
2024-01-13,security,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,12,1,0.08,0,0.0,0,0,SEC22,Saturday
2024-01-14,emergency,13,0,0.0,0,13,18,0,0,0,0,13,13,1.0,0,0.0,0.0,11,0,0.0,16,0.7,1:4,Pre/Post Surgery,EME4,Sunday
2024-01-15,internal_med,43,0,0.0,29,23,50,0,0,0,0,24,24,1.0,4,0.12,0.0,15,0,0.0,13,0.7,1:4,Child Health,INT7,Monday
2024-01-16,surgery,0,0,0.0,11,1,0,5401,0,5395,0,30,30,1.0,2,0.01,0.0,15,1,0.07,45,0.5,1:2,Breathing Disorders,SUR23,Tuesday
2024-01-17,pediatric,22,0,0.0,26,15,35,0,0,0,0,16,16,1.0,4,0.08,0.0,13,0,0.0,44,0.6,1:1,Imaging,PED16,Wednesday
2024-01-18,obgyn,37,26,0.7,111,12,58,0,0,0,0,31,69,0.45,0,0.05,0.4,18,0,0.0,13,0.8,1:1,Pre/Post Surgery,OBG12,Thursday
2024-01-19,cardio,22,22,1.0,95,15,34,0,0,0,0,21,66,0.32,1,0.19,0.3,12,1,0.08,53,0.5,1:4,Breathing Disorders,CAR3,Friday
2024-01-20,orthopedic,35,0,0.0,78,15,0,0,0,0,0,15,15,1.0,0,0.08,0.0,11,1,0.09,26,0.5,1:3,Nervous System,ORT14,Saturday
2024-01-21,neurology,30,0,0.0,141,18,0,0,0,0,0,18,18,1.0,3,0.03,0.0,17,1,0.06,47,0.6,1:2,Critical Care,NEU10,Sunday
2024-01-22,oncology,14,0,0.0,110,3,44,0,0,0,0,40,40,1.0,2,0.09,0.0,11,0,0.0,53,0.5,1:2,Cancer,ONC13,Monday
2024-01-23,radiology,36,0,0.0,0,0,0,7009,0,7001,0,0,0,0.0,0,0.0,0.0,0,0,0.0,11,0.6,1:2,0,RAD20,Tuesday
2024-01-24,pathology,43,0,0.0,0,0,0,4979,0,4962,0,0,0,0.0,0,0.0,0.0,0,0,0.0,37,1.0,1:3,0,PAT15,Wednesday
2024-01-25,anesthesiology,32,0,0.0,0,0,0,1366,0,1357,0,0,0,0.0,0,0.0,0.0,0,0,0.0,55,0.7,1:1,0,ANE2,Thursday
2024-01-26,icu,30,27,0.9,40,12,50,0,0,0,0,33,72,0.46,1,0.16,0.4,14,1,0.07,12,0.7,1:2,Joint Issues,ICU5,Friday
2024-01-27,psychiatry,14,0,0.0,115,9,43,0,0,0,0,45,45,1.0,0,0.01,0.0,12,0,0.0,14,0.9,1:3,Cancer,PSY19,Saturday
2024-01-28,physical_therapy,20,0,0.0,0,25,0,1761,0,1756,0,28,39,0.72,0,0.0,0.0,15,0,0.0,50,0.8,1:1,0,PHY18,Sunday
2024-01-29,resp_therapy,11,0,0.0,0,14,0,10782,0,10767,0,45,45,1.0,0,0.0,0.0,12,0,0.0,33,0.5,1:2,0,RES21,Monday
2024-01-30,nutrition_diet,7,0,0.0,0,0,0,17536,0,17529,0,0,0,0.0,0,0.0,0.0,14,0,0.0,0,0.0,1:3,0,NUT11,Tuesday
2024-01-31,pharmacy,40,0,0.0,0,0,0,9260,0,9250,0,0,0,0.0,0,0.0,0.0,0,0,0.0,35,1.0,1:2,0,PHA17,Wednesday
2024-02-01,laboratory,14,0,0.0,0,0,0,3885,0,3869,0,0,0,0.0,0,0.0,0.0,0,0,0.0,40,0.5,1:4,0,LAB8,Thursday
2024-02-02,infection_control,42,0,0.17,0,31,0,0,0,0,0,0,0,0.46,3,0.09,0.0,0,0,0.0,0,0.0,1:3,0,INF6,Friday
2024-02-03,medical_records,29,0,0.0,0,0,0,10235,0,10227,0,0,0,0.0,0,0.0,0.0,17,1,0.06,0,0.0,1:3,0,MED9,Saturday
2024-02-04,admin,15,0,0.0,0,0,0,13692,0,13685,0,0,0,0.0,0,0.0,0.0,19,1,0.05,0,0.0,1:1,0,ADM1,Sunday
2024-02-05,security,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,13,1,0.08,0,0.0,0,0,SEC22,Monday
2024-02-06,emergency,35,0,0.0,0,10,30,0,0,0,0,12,12,1.0,0,0.0,0.0,13,1,0.08,48,0.6,1:2,Accident,EME4,Tuesday
2024-02-07,internal_med,48,14,0.29,43,8,35,0,0,0,0,31,53,0.58,4,0.19,0.3,14,0,0.0,10,0.5,1:2,Prenatal,INT7,Wednesday
2024-02-08,surgery,0,9,0.24,55,22,0,8855,0,8850,0,24,55,0.44,3,0.14,0.2,15,0,0.0,20,1.0,1:2,Nervous System,SUR23,Thursday
2024-02-09,pediatric,11,11,1.0,111,29,16,0,0,0,0,9,79,0.11,0,0.06,0.1,11,0,0.0,34,1.0,1:4,Critical Care,PED16,Friday
2024-02-10,obgyn,22,7,0.32,70,34,51,0,0,0,0,34,75,0.45,0,0.13,0.1,10,0,0.0,50,0.8,1:3,Cardiac Issues,OBG12,Saturday
2024-02-11,cardio,20,0,0.0,72,26,30,0,0,0,0,28,42,0.67,1,0.09,0.0,10,1,0.1,54,0.7,1:2,Elective Procedure,CAR3,Sunday
2024-02-12,orthopedic,8,8,1.0,147,23,0,0,0,0,0,9,76,0.12,4,0.03,0.1,16,1,0.06,35,1.0,1:1,Child Health,ORT14,Monday
2024-02-13,neurology,17,17,1.0,11,26,0,0,0,0,0,18,70,0.26,1,0.04,0.2,16,0,0.0,58,0.7,1:4,Child Health,NEU10,Tuesday
2024-02-14,oncology,42,17,0.4,45,20,19,0,0,0,0,20,57,0.35,4,0.06,0.3,12,1,0.08,49,0.6,1:4,Imaging,ONC13,Wednesday
2024-02-15,radiology,7,0,0.0,0,0,0,3805,0,3801,0,0,0,0.0,0,0.0,0.0,0,0,0.0,12,1.0,1:4,0,RAD20,Thursday
2024-02-16,pathology,45,0,0.0,0,0,0,14468,0,14460,0,0,0,0.0,0,0.0,0.0,0,0,0.0,46,0.5,1:3,0,PAT15,Friday
2024-02-17,anesthesiology,42,0,0.0,0,0,0,16524,0,16506,0,0,0,0.0,0,0.0,0.0,0,0,0.0,50,0.9,1:4,0,ANE2,Saturday
2024-02-18,icu,48,0,0.0,36,3,38,0,0,0,0,18,18,1.0,0,0.03,0.0,11,1,0.09,47,0.9,1:3,Elective Procedure,ICU5,Sunday
2024-02-19,psychiatry,28,0,0.0,75,13,20,0,0,0,0,13,13,1.0,4,0.02,0.0,16,1,0.06,32,0.5,1:4,Breathing Disorders,PSY19,Monday
2024-02-20,physical_therapy,25,0,0.92,0,15,0,9613,0,9599,0,15,53,0.28,0,0.0,0.0,13,0,0.0,17,1.0,1:4,0,PHY18,Tuesday
2024-02-21,resp_therapy,13,0,1.0,0,14,0,15753,0,15739,0,16,79,0.2,0,0.0,0.0,16,1,0.06,53,0.8,1:1,0,RES21,Wednesday
2024-02-22,nutrition_diet,20,0,0.0,0,0,0,7258,0,7243,0,0,0,0.0,0,0.0,0.0,18,1,0.06,0,0.0,1:1,0,NUT11,Thursday
2024-02-23,pharmacy,18,0,0.0,0,0,0,15596,0,15589,0,0,0,0.0,0,0.0,0.0,0,0,0.0,43,0.6,1:4,0,PHA17,Friday
2024-02-24,laboratory,10,0,0.0,0,0,0,7321,0,7315,0,0,0,0.0,0,0.0,0.0,0,0,0.0,40,1.0,1:3,0,LAB8,Saturday
2024-02-25,infection_control,39,0,0.0,0,34,0,0,0,0,0,0,0,0.98,0,0.06,0.0,0,0,0.0,0,0.0,1:1,0,INF6,Sunday
2024-02-26,medical_records,29,0,0.0,0,0,0,13822,0,13815,0,0,0,0.0,0,0.0,0.0,13,0,0.0,0,0.0,1:2,0,MED9,Monday
2024-02-27,admin,41,0,0.0,0,0,0,9913,0,9894,0,0,0,0.0,0,0.0,0.0,11,0,0.0,0,0.0,1:4,0,ADM1,Tuesday
2024-02-28,security,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,11,0,0.0,0,0.0,0,0,SEC22,Wednesday
2024-02-29,emergency,49,0,0.0,0,22,34,0,0,0,0,57,77,0.74,0,0.0,0.0,13,0,0.0,49,0.9,1:1,Critical Care,EME4,Thursday
2024-03-01,internal_med,43,21,0.49,21,3,38,0,0,0,0,40,64,0.62,4,0.1,0.3,14,1,0.07,22,0.7,1:4,Cardiac Issues,INT7,Friday
2024-03-02,surgery,0,0,0.0,27,6,0,7964,0,7951,0,10,10,1.0,3,0.11,0.0,13,0,0.0,46,0.7,1:1,Nervous System,SUR23,Saturday
2024-03-03,pediatric,19,0,0.0,30,35,52,0,0,0,0,41,64,0.64,3,0.17,0.0,12,1,0.08,24,0.6,1:4,Nervous System,PED16,Sunday
2024-03-04,obgyn,16,16,1.0,46,12,34,0,0,0,0,34,79,0.43,0,0.0,0.2,17,1,0.06,35,0.6,1:3,Chronic Illness,OBG12,Monday
2024-03-05,cardio,25,0,0.0,26,21,29,0,0,0,0,60,60,1.0,3,0.01,0.0,16,0,0.0,19,0.5,1:2,Child Health,CAR3,Tuesday
